"session_id","total_utterances","fuzzy_2_1","fuzzy_3_1","fuzzy_4_1","fuzzy_5_1","fuzzy_6_1","fuzzy_7_1","fuzzy_8_1","fuzzy_9_1","fuzzy_10_1"
"253","602","81","126","180","226","271","299","332","359","384"
"254","828","186","335","429","506","566","603","629","656","677"
"255","577","60","122","171","214","253","287","322","353","373"
"257","1346","165","309","419","524","629","701","751","804","865"
"258","1951","260","430","570","713","860","961","1056","1130","1208"
"259","688","99","175","231","289","345","393","420","449","474"
"260","444","68","125","164","217","243","266","288","309","323"
"261","997","118","220","309","379","460","507","545","601","643"
"263","702","104","177","250","308","363","401","449","482","506"
"264","1419","133","240","343","450","535","615","674","735","804"
"266","1137","150","292","384","468","548","600","656","706","753"
"267","1557","231","433","599","747","850","913","974","1037","1089"
"268","657","171","269","349","417","447","479","501","514","534"
"269","744","159","275","348","428","472","503","543","569","589"
"270","561","119","199","274","335","370","398","419","440","455"
"271","989","149","278","378","473","548","598","643","679","713"
"272","967","159","280","361","430","504","554","597","642","677"
"273","2611","365","630","881","1084","1272","1421","1535","1650","1746"
"274","1156","174","318","428","523","597","677","737","782","819"
"275","1115","130","243","333","414","498","571","622","669","706"
"276","460","91","138","184","211","247","272","290","309","321"
"46","622","67","127","175","232","280","308","334","359","375"
"47","516","99","190","269","312","345","371","394","422","431"
"48","639","57","106","154","198","223","251","276","295","311"
"49","284","43","75","98","121","136","148","159","175","180"
"50","639","124","194","256","295","337","376","401","415","431"
"51","296","40","77","102","124","149","168","178","186","196"
"52","360","62","102","142","163","193","213","232","248","257"
"53","977","138","242","333","418","486","552","598","639","676"
"54","1446","129","241","331","426","498","587","653","715","769"
"55","566","60","114","160","202","251","276","308","330","354"
"56","884","104","178","266","346","394","439","486","531","563"
"57","319","31","65","94","121","138","160","179","195","203"
"58","1537","157","287","398","516","605","690","764","819","891"
"59","953","136","263","359","441","505","550","599","640","680"
"60","1117","99","196","289","356","419","485","541","588","624"
"61","459","60","108","145","176","209","245","270","281","295"
"62","464","67","117","163","199","225","249","270","286","303"
"63","643","98","180","230","283","319","353","391","418","433"
"65","593","74","133","187","230","271","294","320","342","364"
"66","354","57","108","154","182","207","230","239","252","263"
"67","424","35","61","95","130","144","165","184","194","209"
"68","205","55","101","119","134","145","156","163","166","168"
"69","221","27","51","77","89","108","121","125","133","136"
"70","186","36","57","80","91","105","121","128","134","139"
"71","245","39","66","93","112","129","133","142","155","161"
"72","175","24","49","68","77","93","103","112","117","125"
"73","516","65","121","163","196","235","265","293","311","329"
"74","774","132","224","299","369","417","465","505","538","563"
"75","470","72","122","163","205","245","270","294","315","341"
"76","597","76","132","169","218","261","296","323","342","361"
"77","509","60","106","139","180","205","231","250","270","290"
"78","649","100","181","243","305","354","390","430","461","492"
"79","191","34","60","83","91","107","116","125","129","132"
"81","483","65","119","177","226","252","281","300","317","337"
"82","294","60","105","133","159","182","194","205","218","228"
"83","522","65","125","172","222","265","292","320","340","362"
"84","1068","111","232","344","442","531","590","650","695","737"
"85","570","75","143","196","244","287","316","347","373","388"
"86","575","73","137","193","248","283","306","334","360","376"
"87","932","168","306","423","497","549","611","651","687","710"
"88","1285","291","498","632","736","837","893","952","994","1027"
"89","1428","265","500","641","779","865","944","1001","1055","1099"
"90","1003","152","287","384","466","535","581","632","677","707"
"91","523","114","190","251","302","336","359","376","406","414"
"92","1307","202","365","517","654","743","819","868","913","956"
"93","984","243","393","505","614","668","723","757","788","808"
"94","768","189","317","418","499","559","592","617","637","657"
"95","906","190","321","414","495","561","596","625","651","679"
"96","220","47","84","109","124","146","151","159","160","169"
"97","2422","386","656","908","1122","1291","1430","1549","1625","1722"
"98","964","123","232","313","380","442","501","540","585","617"
